chr	start	end	pop1	pop2	metric	value
chr3L	15560002	15570001	OOA	.	pi	0.198673
chr3L	15560002	15570001	AFR2	AFR1	Dxy	0.153519
chr3L	15560002	15570001	OOA	AFR1	Dxy	0.238194
chr3L	15560002	15570001	OOA	AFR2	Dxy	0.248869
chr3L	15570002	15580001	AFR1	.	pi	0.31328
chr3L	15570002	15580001	AFR2	.	pi	0.257019
chr3L	15570002	15580001	OOA	.	pi	0.465269
chr3L	15570002	15580001	AFR2	AFR1	Dxy	0.425739
chr3L	15570002	15580001	OOA	AFR1	Dxy	0.444057
chr3L	15570002	15580001	OOA	AFR2	Dxy	0.541881
chr3L	15580002	15590001	AFR1	.	pi	0.342233
chr3L	15580002	15590001	AFR2	.	pi	0.2976
chr3L	15580002	15590001	OOA	.	pi	0.438413
chr3L	15580002	15590001	AFR2	AFR1	Dxy	0.346279
chr3L	15580002	15590001	OOA	AFR1	Dxy	0.43268
chr3L	15580002	15590001	OOA	AFR2	Dxy	0.477679
chr3L	15590002	15600001	AFR1	.	pi	0.0765583
chr3L	15590002	15600001	AFR2	.	pi	0.0891211
chr3L	15590002	15600001	OOA	.	pi	0.189941
chr3L	15590002	15600001	AFR2	AFR1	Dxy	0.0841545
chr3L	15590002	15600001	OOA	AFR1	Dxy	0.151282
chr3L	15590002	15600001	OOA	AFR2	Dxy	0.149671
chr3L	15600002	15610001	AFR1	.	pi	0.203395
chr3L	15600002	15610001	AFR2	.	pi	0.281173
chr3L	15600002	15610001	OOA	.	pi	0.273883
chr3L	15600002	15610001	AFR2	AFR1	Dxy	0.247049
chr3L	15600002	15610001	OOA	AFR1	Dxy	0.254774
chr3L	15600002	15610001	OOA	AFR2	Dxy	0.30028
chr3L	15610002	15620001	AFR1	.	pi	0.345369
chr3L	15610002	15620001	AFR2	.	pi	0.232545
chr3L	15610002	15620001	OOA	.	pi	0.228102
chr3L	15610002	15620001	AFR2	AFR1	Dxy	0.312339
chr3L	15610002	15620001	OOA	AFR1	Dxy	0.364209
chr3L	15610002	15620001	OOA	AFR2	Dxy	0.283121
chr3L	15620002	15630001	AFR1	.	pi	0.348711
chr3L	15620002	15630001	AFR2	.	pi	0.300835
chr3L	15620002	15630001	OOA	.	pi	0.265669
chr3L	15620002	15630001	AFR2	AFR1	Dxy	0.345723
chr3L	15620002	15630001	OOA	AFR1	Dxy	0.325239
chr3L	15620002	15630001	OOA	AFR2	Dxy	0.317225
chr3L	15630002	15640001	AFR1	.	pi	0.181346
chr3L	15630002	15640001	AFR2	.	pi	0.193702
chr3L	15630002	15640001	OOA	.	pi	0.275348
chr3L	15630002	15640001	AFR2	AFR1	Dxy	0.201795
chr3L	15630002	15640001	OOA	AFR1	Dxy	0.284753
chr3L	15630002	15640001	OOA	AFR2	Dxy	0.260396
chr3L	15640002	15650001	AFR1	.	pi	0.321408
chr3L	15640002	15650001	AFR2	.	pi	0.318048
chr3L	15640002	15650001	OOA	.	pi	0.225359
chr3L	15640002	15650001	AFR2	AFR1	Dxy	0.340185
chr3L	15640002	15650001	OOA	AFR1	Dxy	0.332976
chr3L	15640002	15650001	OOA	AFR2	Dxy	0.330292
chr3L	15650002	15660001	AFR1	.	pi	0.368152
chr3L	15650002	15660001	AFR2	.	pi	0.32537
chr3L	15650002	15660001	OOA	.	pi	0.238096
chr3L	15650002	15660001	AFR2	AFR1	Dxy	0.365967
chr3L	15650002	15660001	OOA	AFR1	Dxy	0.361631
chr3L	15650002	15660001	OOA	AFR2	Dxy	0.345716
chr3L	15660002	15670001	AFR1	.	pi	0.321421
chr3L	15660002	15670001	AFR2	.	pi	0.189193
chr3L	15660002	15670001	OOA	.	pi	0.196326
chr3L	15660002	15670001	AFR2	AFR1	Dxy	0.276885
chr3L	15660002	15670001	OOA	AFR1	Dxy	0.390779
chr3L	15660002	15670001	OOA	AFR2	Dxy	0.2892
chr3L	15670002	15680001	AFR1	.	pi	0.335864
chr3L	15670002	15680001	AFR2	.	pi	0.246223
chr3L	15670002	15680001	OOA	.	pi	0.218665
chr3L	15670002	15680001	AFR2	AFR1	Dxy	0.31068
chr3L	15670002	15680001	OOA	AFR1	Dxy	0.327517
chr3L	15670002	15680001	OOA	AFR2	Dxy	0.257664
chr3L	15680002	15690001	AFR1	.	pi	0.27399
chr3L	15680002	15690001	AFR2	.	pi	0.360081
chr3L	15680002	15690001	OOA	.	pi	0.228393
chr3L	15680002	15690001	AFR2	AFR1	Dxy	0.333194
chr3L	15680002	15690001	OOA	AFR1	Dxy	0.263928
chr3L	15680002	15690001	OOA	AFR2	Dxy	0.312899
chr3L	15690002	15700001	AFR1	.	pi	0.26064
chr3L	15690002	15700001	AFR2	.	pi	0.253885
chr3L	15690002	15700001	OOA	.	pi	0.230655
chr3L	15690002	15700001	AFR2	AFR1	Dxy	0.267702
chr3L	15690002	15700001	OOA	AFR1	Dxy	0.313645
chr3L	15690002	15700001	OOA	AFR2	Dxy	0.298186
chr3L	15700002	15710001	AFR1	.	pi	0.255522
chr3L	15700002	15710001	AFR2	.	pi	0.185876
chr3L	15700002	15710001	OOA	.	pi	0.141623
chr3L	15700002	15710001	AFR2	AFR1	Dxy	0.227551
chr3L	15700002	15710001	OOA	AFR1	Dxy	0.223166
chr3L	15700002	15710001	OOA	AFR2	Dxy	0.195561
chr3L	15710002	15720001	AFR1	.	pi	0.275719
chr3L	15710002	15720001	AFR2	.	pi	0.325467
chr3L	15710002	15720001	OOA	.	pi	0.24961
chr3L	15710002	15720001	AFR2	AFR1	Dxy	0.323826
chr3L	15710002	15720001	OOA	AFR1	Dxy	0.310567
chr3L	15710002	15720001	OOA	AFR2	Dxy	0.304265
chr3L	15720002	15730001	AFR1	.	pi	0.327753
chr3L	15720002	15730001	AFR2	.	pi	0.286288
chr3L	15720002	15730001	OOA	.	pi	0.123534
chr3L	15720002	15730001	AFR2	AFR1	Dxy	0.359514
chr3L	15720002	15730001	OOA	AFR1	Dxy	0.277563
chr3L	15720002	15730001	OOA	AFR2	Dxy	0.267475
chr3L	15730002	15740001	AFR1	.	pi	0.327537
chr3L	15730002	15740001	AFR2	.	pi	0.375291
chr3L	15730002	15740001	OOA	.	pi	0.288122
chr3L	15730002	15740001	AFR2	AFR1	Dxy	0.373031
chr3L	15730002	15740001	OOA	AFR1	Dxy	0.356061
chr3L	15730002	15740001	OOA	AFR2	Dxy	0.371072
chr3L	15740002	15750001	AFR1	.	pi	0.335721
chr3L	15740002	15750001	AFR2	.	pi	0.282457
chr3L	15740002	15750001	OOA	.	pi	0.262525
chr3L	15740002	15750001	AFR2	AFR1	Dxy	0.320168
chr3L	15740002	15750001	OOA	AFR1	Dxy	0.312746
chr3L	15740002	15750001	OOA	AFR2	Dxy	0.279362
chr3L	15750002	15760001	AFR1	.	pi	0.195149
chr3L	15750002	15760001	AFR2	.	pi	0.251308
chr3L	15750002	15760001	OOA	.	pi	0.232417
chr3L	15750002	15760001	AFR2	AFR1	Dxy	0.231428
chr3L	15750002	15760001	OOA	AFR1	Dxy	0.233396
chr3L	15750002	15760001	OOA	AFR2	Dxy	0.265583
chr3L	15760002	15770001	AFR1	.	pi	0.315769
chr3L	15760002	15770001	AFR2	.	pi	0.267958
chr3L	15760002	15770001	OOA	.	pi	0.236756
chr3L	15760002	15770001	AFR2	AFR1	Dxy	0.317404
chr3L	15760002	15770001	OOA	AFR1	Dxy	0.367923
chr3L	15760002	15770001	OOA	AFR2	Dxy	0.281923
chr3L	15770002	15780001	AFR1	.	pi	0.366636
chr3L	15770002	15780001	AFR2	.	pi	0.378458
chr3L	15770002	15780001	OOA	.	pi	0.330606
chr3L	15770002	15780001	AFR2	AFR1	Dxy	0.411918
chr3L	15770002	15780001	OOA	AFR1	Dxy	0.370262
chr3L	15770002	15780001	OOA	AFR2	Dxy	0.415802
chr3L	15780002	15790001	AFR1	.	pi	0.281486
chr3L	15780002	15790001	AFR2	.	pi	0.187771
chr3L	15780002	15790001	OOA	.	pi	0.217435
chr3L	15780002	15790001	AFR2	AFR1	Dxy	0.252964
chr3L	15780002	15790001	OOA	AFR1	Dxy	0.299339
chr3L	15780002	15790001	OOA	AFR2	Dxy	0.26212
chr3L	15790002	15800001	AFR1	.	pi	0.320739
chr3L	15790002	15800001	AFR2	.	pi	0.273865
chr3L	15790002	15800001	OOA	.	pi	0.142237
chr3L	15790002	15800001	AFR2	AFR1	Dxy	0.324153
chr3L	15790002	15800001	OOA	AFR1	Dxy	0.276224
chr3L	15790002	15800001	OOA	AFR2	Dxy	0.235494
chr3L	15800002	15810001	AFR1	.	pi	0.342177
chr3L	15800002	15810001	AFR2	.	pi	0.290174
chr3L	15800002	15810001	OOA	.	pi	0.219133
chr3L	15800002	15810001	AFR2	AFR1	Dxy	0.343879
chr3L	15800002	15810001	OOA	AFR1	Dxy	0.342662
chr3L	15800002	15810001	OOA	AFR2	Dxy	0.27994
chr3L	15810002	15820001	AFR1	.	pi	0.16021
chr3L	15810002	15820001	AFR2	.	pi	0.188571
chr3L	15810002	15820001	OOA	.	pi	0.231427
chr3L	15810002	15820001	AFR2	AFR1	Dxy	0.175474
chr3L	15810002	15820001	OOA	AFR1	Dxy	0.198131
chr3L	15810002	15820001	OOA	AFR2	Dxy	0.210407
chr3L	15820002	15830001	AFR1	.	pi	0.445748
chr3L	15820002	15830001	AFR2	.	pi	0.0959925
chr3L	15820002	15830001	OOA	.	pi	0.0645982
chr3L	15820002	15830001	AFR2	AFR1	Dxy	0.350705
chr3L	15820002	15830001	OOA	AFR1	Dxy	0.345052
chr3L	15820002	15830001	OOA	AFR2	Dxy	0.0803357
chr3L	15830002	15840001	AFR1	.	pi	0.172663
chr3L	15830002	15840001	AFR2	.	pi	0.232934
chr3L	15830002	15840001	OOA	.	pi	0.146687
chr3L	15830002	15840001	AFR2	AFR1	Dxy	0.208044
chr3L	15830002	15840001	OOA	AFR1	Dxy	0.165016
chr3L	15830002	15840001	OOA	AFR2	Dxy	0.194438
chr3L	15840002	15850001	AFR1	.	pi	0.370387
chr3L	15840002	15850001	AFR2	.	pi	0.219595
chr3L	15840002	15850001	OOA	.	pi	0.204473
chr3L	15840002	15850001	AFR2	AFR1	Dxy	0.340603
chr3L	15840002	15850001	OOA	AFR1	Dxy	0.355901
chr3L	15840002	15850001	OOA	AFR2	Dxy	0.216017
chr3L	15850002	15860001	AFR1	.	pi	0.260338
chr3L	15850002	15860001	AFR2	.	pi	0.249633
chr3L	15850002	15860001	OOA	.	pi	0.215759
chr3L	15850002	15860001	AFR2	AFR1	Dxy	0.268736
chr3L	15850002	15860001	OOA	AFR1	Dxy	0.262093
chr3L	15850002	15860001	OOA	AFR2	Dxy	0.243216
chr3L	15860002	15870001	AFR1	.	pi	0.352377
chr3L	15860002	15870001	AFR2	.	pi	0.208871
chr3L	15860002	15870001	OOA	.	pi	0.200815
chr3L	15860002	15870001	AFR2	AFR1	Dxy	0.296979
chr3L	15860002	15870001	OOA	AFR1	Dxy	0.305318
chr3L	15860002	15870001	OOA	AFR2	Dxy	0.217311
chr3L	15870002	15880001	AFR1	.	pi	0.276365
chr3L	15870002	15880001	AFR2	.	pi	0.363775
chr3L	15870002	15880001	OOA	.	pi	0.279098
chr3L	15870002	15880001	AFR2	AFR1	Dxy	0.348009
chr3L	15870002	15880001	OOA	AFR1	Dxy	0.290639
chr3L	15870002	15880001	OOA	AFR2	Dxy	0.338267
chr3L	15880002	15890001	AFR1	.	pi	0.314794
chr3L	15880002	15890001	AFR2	.	pi	0.19369
chr3L	15880002	15890001	OOA	.	pi	0.161318
chr3L	15880002	15890001	AFR2	AFR1	Dxy	0.288959
chr3L	15880002	15890001	OOA	AFR1	Dxy	0.284855
chr3L	15880002	15890001	OOA	AFR2	Dxy	0.18875
chr3L	15890002	15900001	AFR1	.	pi	0.336613
chr3L	15890002	15900001	AFR2	.	pi	0.163613
chr3L	15890002	15900001	OOA	.	pi	0.205308
chr3L	15890002	15900001	AFR2	AFR1	Dxy	0.288671
chr3L	15890002	15900001	OOA	AFR1	Dxy	0.314468
chr3L	15890002	15900001	OOA	AFR2	Dxy	0.220968
chr3L	15900002	15910001	AFR1	.	pi	0.342352
chr3L	15900002	15910001	AFR2	.	pi	0.320643
chr3L	15900002	15910001	OOA	.	pi	0.364432
chr3L	15900002	15910001	AFR2	AFR1	Dxy	0.359265
chr3L	15900002	15910001	OOA	AFR1	Dxy	0.383951
chr3L	15900002	15910001	OOA	AFR2	Dxy	0.364361
chr3L	15910002	15920001	AFR1	.	pi	0.334321
chr3L	15910002	15920001	AFR2	.	pi	0.207064
chr3L	15910002	15920001	OOA	.	pi	0.101708
chr3L	15910002	15920001	AFR2	AFR1	Dxy	0.2976
chr3L	15910002	15920001	OOA	AFR1	Dxy	0.261891
chr3L	15910002	15920001	OOA	AFR2	Dxy	0.174228
chr3L	15920002	15930001	AFR1	.	pi	0.238034
chr3L	15920002	15930001	AFR2	.	pi	0.202812
chr3L	15920002	15930001	OOA	.	pi	0.20881
chr3L	15920002	15930001	AFR2	AFR1	Dxy	0.236073
chr3L	15920002	15930001	OOA	AFR1	Dxy	0.361596
chr3L	15920002	15930001	OOA	AFR2	Dxy	0.297967
chr3L	15930002	15940001	AFR1	.	pi	0.3554
chr3L	15930002	15940001	AFR2	.	pi	0.069605
chr3L	15930002	15940001	OOA	.	pi	0.116944
chr3L	15930002	15940001	AFR2	AFR1	Dxy	0.249859
chr3L	15930002	15940001	OOA	AFR1	Dxy	0.263999
chr3L	15930002	15940001	OOA	AFR2	Dxy	0.0936973
chr3L	15940002	15950001	AFR1	.	pi	0.366333
chr3L	15940002	15950001	AFR2	.	pi	0.18949
chr3L	15940002	15950001	OOA	.	pi	0.225452
chr3L	15940002	15950001	AFR2	AFR1	Dxy	0.327609
chr3L	15940002	15950001	OOA	AFR1	Dxy	0.364766
chr3L	15940002	15950001	OOA	AFR2	Dxy	0.230019
chr3L	15950002	15960001	AFR1	.	pi	0.245505
chr3L	15950002	15960001	AFR2	.	pi	0.285983
chr3L	15950002	15960001	OOA	.	pi	0.343415
chr3L	15950002	15960001	AFR2	AFR1	Dxy	0.284373
chr3L	15950002	15960001	OOA	AFR1	Dxy	0.359527
chr3L	15950002	15960001	OOA	AFR2	Dxy	0.404901
chr3L	15960002	15970001	AFR1	.	pi	0.41414
chr3L	15960002	15970001	AFR2	.	pi	0.428024
chr3L	15960002	15970001	OOA	.	pi	0.395345
chr3L	15960002	15970001	AFR2	AFR1	Dxy	0.464543
chr3L	15960002	15970001	OOA	AFR1	Dxy	0.434649
chr3L	15960002	15970001	OOA	AFR2	Dxy	0.425317
chr3L	15970002	15980001	AFR1	.	pi	0.417625
chr3L	15970002	15980001	AFR2	.	pi	0.261139
chr3L	15970002	15980001	OOA	.	pi	0.332737
chr3L	15970002	15980001	AFR2	AFR1	Dxy	0.415216
chr3L	15970002	15980001	OOA	AFR1	Dxy	0.435126
chr3L	15970002	15980001	OOA	AFR2	Dxy	0.348264
chr3L	15980002	15990001	AFR1	.	pi	0.271007
chr3L	15980002	15990001	AFR2	.	pi	0.260255
chr3L	15980002	15990001	OOA	.	pi	0.363777
chr3L	15980002	15990001	AFR2	AFR1	Dxy	0.281673
chr3L	15980002	15990001	OOA	AFR1	Dxy	0.414387
chr3L	15980002	15990001	OOA	AFR2	Dxy	0.394235
chr3L	15990002	16000001	AFR1	.	pi	0.219802
chr3L	15990002	16000001	AFR2	.	pi	0.0834286
chr3L	15990002	16000001	OOA	.	pi	0.151369
chr3L	15990002	16000001	AFR2	AFR1	Dxy	0.161675
chr3L	15990002	16000001	OOA	AFR1	Dxy	0.216151
chr3L	15990002	16000001	OOA	AFR2	Dxy	0.147859
chr3L	16000002	16010001	AFR1	.	pi	0.266862
chr3L	16000002	16010001	AFR2	.	pi	0.223484
chr3L	16000002	16010001	OOA	.	pi	0.182942
chr3L	16000002	16010001	AFR2	AFR1	Dxy	0.306013
chr3L	16000002	16010001	OOA	AFR1	Dxy	0.260661
chr3L	16000002	16010001	OOA	AFR2	Dxy	0.221547
chr3L	16010002	16020001	AFR1	.	pi	0.336381
chr3L	16010002	16020001	AFR2	.	pi	0.300714
chr3L	16010002	16020001	OOA	.	pi	0.170667
chr3L	16010002	16020001	AFR2	AFR1	Dxy	0.349245
chr3L	16010002	16020001	OOA	AFR1	Dxy	0.315851
chr3L	16010002	16020001	OOA	AFR2	Dxy	0.260902
chr3L	16020002	16030001	AFR1	.	pi	0.244738
chr3L	16020002	16030001	AFR2	.	pi	0.0955514
chr3L	16020002	16030001	OOA	.	pi	0.110298
chr3L	16020002	16030001	AFR2	AFR1	Dxy	0.189852
chr3L	16020002	16030001	OOA	AFR1	Dxy	0.199421
chr3L	16020002	16030001	OOA	AFR2	Dxy	0.105061
chr3L	16030002	16040001	AFR1	.	pi	0.281125
chr3L	16030002	16040001	AFR2	.	pi	0.293361
chr3L	16030002	16040001	OOA	.	pi	0.190706
chr3L	16030002	16040001	AFR2	AFR1	Dxy	0.314353
chr3L	16030002	16040001	OOA	AFR1	Dxy	0.294973
chr3L	16030002	16040001	OOA	AFR2	Dxy	0.279259
chr3L	16040002	16050001	AFR1	.	pi	0.147988
chr3L	16040002	16050001	AFR2	.	pi	0.316396
chr3L	16040002	16050001	OOA	.	pi	0.266773
chr3L	16040002	16050001	AFR2	AFR1	Dxy	0.261744
chr3L	16040002	16050001	OOA	AFR1	Dxy	0.245999
chr3L	16040002	16050001	OOA	AFR2	Dxy	0.304831
chr3L	16050002	16060001	AFR1	.	pi	0.293669
chr3L	16050002	16060001	AFR2	.	pi	0.189489
chr3L	16050002	16060001	OOA	.	pi	0.166744
chr3L	16050002	16060001	AFR2	AFR1	Dxy	0.297698
chr3L	16050002	16060001	OOA	AFR1	Dxy	0.30718
chr3L	16050002	16060001	OOA	AFR2	Dxy	0.189771
chr3L	16060002	16070001	AFR1	.	pi	0.33334
chr3L	16060002	16070001	AFR2	.	pi	0.296786
chr3L	16060002	16070001	OOA	.	pi	0.289024
chr3L	16060002	16070001	AFR2	AFR1	Dxy	0.375133
chr3L	16060002	16070001	OOA	AFR1	Dxy	0.351487
chr3L	16060002	16070001	OOA	AFR2	Dxy	0.331853
chr3L	16070002	16080001	AFR1	.	pi	0.292271
chr3L	16070002	16080001	AFR2	.	pi	0.253864
chr3L	16070002	16080001	OOA	.	pi	0.156747
chr3L	16070002	16080001	AFR2	AFR1	Dxy	0.285613
chr3L	16070002	16080001	OOA	AFR1	Dxy	0.246529
chr3L	16070002	16080001	OOA	AFR2	Dxy	0.243161
chr3L	16080002	16090001	AFR1	.	pi	0.298595
chr3L	16080002	16090001	AFR2	.	pi	0.254358
chr3L	16080002	16090001	OOA	.	pi	0.262887
chr3L	16080002	16090001	AFR2	AFR1	Dxy	0.324431
chr3L	16080002	16090001	OOA	AFR1	Dxy	0.366691
chr3L	16080002	16090001	OOA	AFR2	Dxy	0.273928
chr3L	16090002	16100001	AFR1	.	pi	0.293703
chr3L	16090002	16100001	AFR2	.	pi	0.096358
chr3L	16090002	16100001	OOA	.	pi	0.0914515
chr3L	16090002	16100001	AFR2	AFR1	Dxy	0.2125
chr3L	16090002	16100001	OOA	AFR1	Dxy	0.211257
chr3L	16090002	16100001	OOA	AFR2	Dxy	0.0984819
chr3L	16100002	16110001	AFR1	.	pi	0.372755
chr3L	16100002	16110001	AFR2	.	pi	0.448571
chr3L	16100002	16110001	OOA	.	pi	0.333341
chr3L	16100002	16110001	AFR2	AFR1	Dxy	0.425257
chr3L	16100002	16110001	OOA	AFR1	Dxy	0.368815
chr3L	16100002	16110001	OOA	AFR2	Dxy	0.407298
chr3L	16110002	16120001	AFR1	.	pi	0.169051
chr3L	16110002	16120001	AFR2	.	pi	0.266191
chr3L	16110002	16120001	OOA	.	pi	0.370303
chr3L	16110002	16120001	AFR2	AFR1	Dxy	0.277837
chr3L	16110002	16120001	OOA	AFR1	Dxy	0.431824
chr3L	16110002	16120001	OOA	AFR2	Dxy	0.405748
chr3L	16120002	16130001	AFR1	.	pi	0.378119
chr3L	16120002	16130001	AFR2	.	pi	0.0922136
chr3L	16120002	16130001	OOA	.	pi	0.0785487
chr3L	16120002	16130001	AFR2	AFR1	Dxy	0.278693
chr3L	16120002	16130001	OOA	AFR1	Dxy	0.272917
chr3L	16120002	16130001	OOA	AFR2	Dxy	0.0870675
chr3L	16130002	16140001	AFR1	.	pi	0.241543
chr3L	16130002	16140001	AFR2	.	pi	0.115686
chr3L	16130002	16140001	OOA	.	pi	0.0513097
chr3L	16130002	16140001	AFR2	AFR1	Dxy	0.212002
chr3L	16130002	16140001	OOA	AFR1	Dxy	0.166656
chr3L	16130002	16140001	OOA	AFR2	Dxy	0.0949872
chr3L	16140002	16150001	AFR1	.	pi	0.313049
chr3L	16140002	16150001	AFR2	.	pi	0.206495
chr3L	16140002	16150001	OOA	.	pi	0.257728
chr3L	16140002	16150001	AFR2	AFR1	Dxy	0.284491
chr3L	16140002	16150001	OOA	AFR1	Dxy	0.32441
chr3L	16140002	16150001	OOA	AFR2	Dxy	0.276503
chr3L	16150002	16160001	AFR1	.	pi	0.277557
chr3L	16150002	16160001	AFR2	.	pi	0.336469
chr3L	16150002	16160001	OOA	.	pi	0.268796
chr3L	16150002	16160001	AFR2	AFR1	Dxy	0.327936
chr3L	16150002	16160001	OOA	AFR1	Dxy	0.472061
chr3L	16150002	16160001	OOA	AFR2	Dxy	0.403525
chr3L	16160002	16170001	AFR1	.	pi	0.377683
chr3L	16160002	16170001	AFR2	.	pi	0.0894735
chr3L	16160002	16170001	OOA	.	pi	0
chr3L	16160002	16170001	AFR2	AFR1	Dxy	0.275152
chr3L	16160002	16170001	OOA	AFR1	Dxy	0.251953
chr3L	16160002	16170001	OOA	AFR2	Dxy	0.0467626
chr3L	16170002	16180001	AFR1	.	pi	0.355436
chr3L	16170002	16180001	AFR2	.	pi	0.250973
chr3L	16170002	16180001	OOA	.	pi	0.148565
chr3L	16170002	16180001	AFR2	AFR1	Dxy	0.336539
chr3L	16170002	16180001	OOA	AFR1	Dxy	0.299479
chr3L	16170002	16180001	OOA	AFR2	Dxy	0.226326
chr3L	16180002	16190001	AFR1	.	pi	0.395232
chr3L	16180002	16190001	AFR2	.	pi	0.330207
chr3L	16180002	16190001	OOA	.	pi	0.38606
chr3L	16180002	16190001	AFR2	AFR1	Dxy	0.518278
chr3L	16180002	16190001	OOA	AFR1	Dxy	0.461074
chr3L	16180002	16190001	OOA	AFR2	Dxy	0.48182
chr3L	16190002	16200001	AFR1	.	pi	0.337384
chr3L	16190002	16200001	AFR2	.	pi	0.23293
chr3L	16190002	16200001	OOA	.	pi	0.286767
chr3L	16190002	16200001	AFR2	AFR1	Dxy	0.359551
chr3L	16190002	16200001	OOA	AFR1	Dxy	0.365634
chr3L	16190002	16200001	OOA	AFR2	Dxy	0.284638
chr3L	16200002	16210001	AFR1	.	pi	0.292479
chr3L	16200002	16210001	AFR2	.	pi	0.258493
chr3L	16200002	16210001	OOA	.	pi	0.241769
chr3L	16200002	16210001	AFR2	AFR1	Dxy	0.305331
chr3L	16200002	16210001	OOA	AFR1	Dxy	0.295095
chr3L	16200002	16210001	OOA	AFR2	Dxy	0.287509
chr3L	16210002	16220001	AFR1	.	pi	0.325966
chr3L	16210002	16220001	AFR2	.	pi	0.229635
chr3L	16210002	16220001	OOA	.	pi	0.324691
chr3L	16210002	16220001	AFR2	AFR1	Dxy	0.316877
chr3L	16210002	16220001	OOA	AFR1	Dxy	0.382068
chr3L	16210002	16220001	OOA	AFR2	Dxy	0.371582
chr3L	16220002	16230001	AFR1	.	pi	0.29664
chr3L	16220002	16230001	AFR2	.	pi	0.190135
chr3L	16220002	16230001	OOA	.	pi	0.273436
chr3L	16220002	16230001	AFR2	AFR1	Dxy	0.297575
chr3L	16220002	16230001	OOA	AFR1	Dxy	0.358435
chr3L	16220002	16230001	OOA	AFR2	Dxy	0.293983
chr3L	16230002	16240001	AFR1	.	pi	0.30596
chr3L	16230002	16240001	AFR2	.	pi	0.294132
chr3L	16230002	16240001	OOA	.	pi	0.299888
chr3L	16230002	16240001	AFR2	AFR1	Dxy	0.353394
chr3L	16230002	16240001	OOA	AFR1	Dxy	0.341592
chr3L	16230002	16240001	OOA	AFR2	Dxy	0.394359
chr3L	16240002	16250001	AFR1	.	pi	0.277539
chr3L	16240002	16250001	AFR2	.	pi	0.325772
chr3L	16240002	16250001	OOA	.	pi	0.280721
chr3L	16240002	16250001	AFR2	AFR1	Dxy	0.336056
chr3L	16240002	16250001	OOA	AFR1	Dxy	0.322688
chr3L	16240002	16250001	OOA	AFR2	Dxy	0.333832
chr3L	16250002	16260001	AFR1	.	pi	0.295413
chr3L	16250002	16260001	AFR2	.	pi	0.249468
chr3L	16250002	16260001	OOA	.	pi	0.272592
chr3L	16250002	16260001	AFR2	AFR1	Dxy	0.304537
chr3L	16250002	16260001	OOA	AFR1	Dxy	0.344848
chr3L	16250002	16260001	OOA	AFR2	Dxy	0.284761
chr3L	16260002	16270001	AFR1	.	pi	0.293298
chr3L	16260002	16270001	AFR2	.	pi	0.371544
chr3L	16260002	16270001	OOA	.	pi	0.302693
chr3L	16260002	16270001	AFR2	AFR1	Dxy	0.371155
chr3L	16260002	16270001	OOA	AFR1	Dxy	0.337476
chr3L	16260002	16270001	OOA	AFR2	Dxy	0.376585
chr3L	16270002	16280001	AFR1	.	pi	0.322324
chr3L	16270002	16280001	AFR2	.	pi	0.280522
chr3L	16270002	16280001	OOA	.	pi	0.138862
chr3L	16270002	16280001	AFR2	AFR1	Dxy	0.314606
chr3L	16270002	16280001	OOA	AFR1	Dxy	0.282829
chr3L	16270002	16280001	OOA	AFR2	Dxy	0.244004
chr3L	16280002	16290001	AFR1	.	pi	0.354246
chr3L	16280002	16290001	AFR2	.	pi	0.270886
chr3L	16280002	16290001	OOA	.	pi	0.259948
chr3L	16280002	16290001	AFR2	AFR1	Dxy	0.345756
chr3L	16280002	16290001	OOA	AFR1	Dxy	0.346937
chr3L	16280002	16290001	OOA	AFR2	Dxy	0.303583
chr3L	16290002	16300001	AFR1	.	pi	0.216358
chr3L	16290002	16300001	AFR2	.	pi	0.256749
chr3L	16290002	16300001	OOA	.	pi	0.166754
chr3L	16290002	16300001	AFR2	AFR1	Dxy	0.269734
chr3L	16290002	16300001	OOA	AFR1	Dxy	0.232955
chr3L	16290002	16300001	OOA	AFR2	Dxy	0.24032
chr3L	16300002	16310001	AFR1	.	pi	0.334381
chr3L	16300002	16310001	AFR2	.	pi	0.306601
chr3L	16300002	16310001	OOA	.	pi	0.223648
chr3L	16300002	16310001	AFR2	AFR1	Dxy	0.352602
chr3L	16300002	16310001	OOA	AFR1	Dxy	0.339283
chr3L	16300002	16310001	OOA	AFR2	Dxy	0.289263
chr3L	16310002	16320001	AFR1	.	pi	0.245302
chr3L	16310002	16320001	AFR2	.	pi	0.241039
chr3L	16310002	16320001	OOA	.	pi	0.0971909
chr3L	16310002	16320001	AFR2	AFR1	Dxy	0.282518
chr3L	16310002	16320001	OOA	AFR1	Dxy	0.214554
chr3L	16310002	16320001	OOA	AFR2	Dxy	0.203753
chr3L	16320002	16330001	AFR1	.	pi	0.346211
chr3L	16320002	16330001	AFR2	.	pi	0.290569
chr3L	16320002	16330001	OOA	.	pi	0.263147
chr3L	16320002	16330001	AFR2	AFR1	Dxy	0.332143
chr3L	16320002	16330001	OOA	AFR1	Dxy	0.3516
chr3L	16320002	16330001	OOA	AFR2	Dxy	0.302719
chr3L	16330002	16340001	AFR1	.	pi	0.2861
chr3L	16330002	16340001	AFR2	.	pi	0.238928
chr3L	16330002	16340001	OOA	.	pi	0.21441
chr3L	16330002	16340001	AFR2	AFR1	Dxy	0.292382
chr3L	16330002	16340001	OOA	AFR1	Dxy	0.34283
